date_sk	full_date	total_orders	total_customers	repeat_customers	total_gmv	avg_order_value	avg_review_score	delay_rate	dwh_create_date
20180413	2018-04-13	197	197	12	34785.48	176.58	4.19796954314721	3.05	2026-05-15 13:57:41.810
20171210	2017-12-10	184	180	7	27637.73	150.21	4.08152173913043	8.15	2026-05-15 13:57:41.810
20180307	2018-03-07	254	251	14	41584.00	163.72	3.59842519685039	31.10	2026-05-15 13:57:41.810
20180221	2018-02-21	260	250	20	36890.27	141.89	3.82307692307692	23.46	2026-05-15 13:57:41.810
20171024	2017-10-24	162	161	9	25677.06	158.50	4.32098765432099	6.17	2026-05-15 13:57:41.810
20170924	2017-09-24	112	108	9	15371.22	137.24	4.39732142857143	1.79	2026-05-15 13:57:41.810
20170918	2017-09-18	179	177	14	31137.99	173.96	4.12849162011173	11.73	2026-05-15 13:57:41.810
20170818	2017-08-18	141	140	12	19514.79	138.40	4.24822695035461	2.84	2026-05-15 13:57:41.810
20171216	2017-12-16	129	129	9	22701.56	175.98	4.10852713178295	5.43	2026-05-15 13:57:41.810
20180705	2018-07-05	159	158	7	27737.54	174.45	4.06918238993711	3.14	2026-05-15 13:57:41.810
20170626	2017-06-26	65	63	4	14482.70	222.81	4.23076923076923	6.15	2026-05-15 13:57:41.810
20180805	2018-08-05	269	268	12	41282.34	153.47	4.27881040892193	17.84	2026-05-15 13:57:41.810
20170526	2017-05-26	77	76	3	12246.38	159.04	4.11688311688312	2.60	2026-05-15 13:57:41.810
20171004	2017-10-04	156	154	11	24518.81	157.17	4.26923076923077	0.64	2026-05-15 13:57:41.810
20171027	2017-10-27	130	130	5	23083.02	177.56	4.07692307692308	7.69	2026-05-15 13:57:41.810
20180513	2018-05-13	205	204	12	36076.26	175.98	4.18536585365854	6.34	2026-05-15 13:57:41.810
20180327	2018-03-27	239	238	14	39310.44	164.48	4.12970711297071	14.64	2026-05-15 13:57:41.810
20180304	2018-03-04	228	224	8	35533.64	155.85	3.59429824561404	28.51	2026-05-15 13:57:41.810
20171127	2017-11-27	395	391	16	55887.37	141.49	3.74303797468354	21.27	2026-05-15 13:57:41.810
20170217	2017-02-17	42	42	3	7652.02	182.19	4.07142857142857	4.76	2026-05-15 13:57:41.810
20180204	2018-02-04	197	196	10	27687.48	140.55	4.11167512690355	5.08	2026-05-15 13:57:41.810
20180227	2018-02-27	293	283	17	46614.44	159.09	3.45904436860068	26.28	2026-05-15 13:57:41.810
20170317	2017-03-17	64	64	3	13522.03	211.28	4.046875	6.25	2026-05-15 13:57:41.810
20180828	2018-08-28	39	39	3	4121.23	105.67	4.48717948717949	2.56	2026-05-15 13:57:41.810
20180722	2018-07-22	182	180	9	27229.31	149.61	4.40659340659341	3.30	2026-05-15 13:57:41.810
20170904	2017-09-04	147	143	13	28186.68	191.75	4.25850340136054	4.76	2026-05-15 13:57:41.810
20170503	2017-05-03	99	99	4	11979.22	121.00	4.21212121212121	8.08	2026-05-15 13:57:41.810
20170403	2017-04-03	68	68	5	10300.27	151.47	4.16911764705882	5.88	2026-05-15 13:57:41.810
20170108	2017-01-08	4	4	0	507.85	126.96	4.5	0.00	2026-05-15 13:57:41.810
20170921	2017-09-21	144	144	8	21483.11	149.19	4.27777777777778	2.08	2026-05-15 13:57:41.810
20170423	2017-04-23	84	83	4	11506.54	136.98	4.07142857142857	10.71	2026-05-15 13:57:41.810
20170211	2017-02-11	45	45	0	5233.15	116.29	4.33333333333333	4.44	2026-05-15 13:57:41.810
20180430	2018-04-30	232	232	13	40115.26	172.91	4.30603448275862	2.16	2026-05-15 13:57:41.810
20171107	2017-11-07	154	153	6	23399.01	151.94	4.23376623376623	5.19	2026-05-15 13:57:41.810
20170609	2017-06-09	105	103	11	18447.99	175.70	4.15238095238095	0.95	2026-05-15 13:57:41.810
20180622	2018-06-22	177	177	6	28484.57	160.93	4.27118644067797	0.56	2026-05-15 13:57:41.810
20180224	2018-02-24	188	183	7	27999.58	148.93	3.72340425531915	27.13	2026-05-15 13:57:41.810
20170523	2017-05-23	120	120	2	19919.26	165.99	4.20833333333333	4.17	2026-05-15 13:57:41.810
20170629	2017-06-29	110	108	12	14276.78	129.79	4.22727272727273	3.64	2026-05-15 13:57:41.810
20180616	2018-06-16	162	161	3	28607.93	176.59	4.32098765432099	0.62	2026-05-15 13:57:41.810
20170715	2017-07-15	97	97	5	13070.37	134.75	4.16494845360825	3.09	2026-05-15 13:57:41.810
20180410	2018-04-10	196	195	12	31879.46	162.65	4.04336734693878	5.10	2026-05-15 13:57:41.810
20180808	2018-08-08	307	305	12	49834.74	162.33	4.24104234527687	11.40	2026-05-15 13:57:41.810
20180310	2018-03-10	185	183	8	29722.84	160.66	3.56216216216216	27.03	2026-05-15 13:57:41.810
20180118	2018-01-18	236	230	9	32644.24	138.32	4.07838983050847	6.36	2026-05-15 13:57:41.810
20170131	2017-01-31	64	62	5	11818.15	184.66	4.09375	9.38	2026-05-15 13:57:41.810
20171213	2017-12-13	215	211	10	33708.80	156.79	4.01395348837209	4.65	2026-05-15 13:57:41.810
20170412	2017-04-12	61	61	1	8925.15	146.31	3.86885245901639	11.48	2026-05-15 13:57:41.810
20180207	2018-02-07	242	238	15	35845.39	148.12	4.07438016528926	6.20	2026-05-15 13:57:41.810
20180422	2018-04-22	87	87	3	12716.20	146.16	4.17241379310345	5.75	2026-05-15 13:57:41.810
20170930	2017-09-30	105	105	3	13706.62	130.54	4.20952380952381	2.86	2026-05-15 13:57:41.810
20180107	2018-01-07	192	192	8	32749.23	170.57	4.171875	3.13	2026-05-15 13:57:41.810
20180130	2018-01-30	231	227	16	31987.07	138.47	3.95238095238095	11.69	2026-05-15 13:57:41.810
20170220	2017-02-20	59	59	3	8318.07	140.98	4.01694915254237	8.47	2026-05-15 13:57:41.810
20180817	2018-08-17	242	240	9	36000.40	148.76	4.42355371900826	4.55	2026-05-15 13:57:41.810
20170907	2017-09-07	97	96	9	19096.76	196.87	4.32989690721649	4.12	2026-05-15 13:57:41.810
20171030	2017-10-30	138	138	8	22367.93	162.09	4.25	12.32	2026-05-15 13:57:41.810
20170512	2017-05-12	104	102	7	13833.42	133.01	4.02884615384615	7.69	2026-05-15 13:57:41.810
20170406	2017-04-06	92	91	8	20966.29	227.89	4.08695652173913	4.35	2026-05-15 13:57:41.810
20170203	2017-02-03	54	54	2	10797.07	199.95	4.31481481481481	3.70	2026-05-15 13:57:41.810
20180625	2018-06-25	232	232	9	39943.66	172.17	4.37068965517241	1.29	2026-05-15 13:57:41.810
20161003	2016-10-03	7	7	1	559.53	79.93	3.28571428571429	0.00	2026-05-15 13:57:41.810
20170306	2017-03-06	94	94	2	10605.15	112.82	4.08510638297872	4.26	2026-05-15 13:57:41.810
20170303	2017-03-03	72	69	5	13919.14	193.32	4.23611111111111	5.56	2026-05-15 13:57:41.810
20180731	2018-07-31	301	301	8	50860.92	168.97	4.24916943521595	11.96	2026-05-15 13:57:41.810
20171016	2017-10-16	188	188	9	34435.34	183.17	4.18617021276596	6.91	2026-05-15 13:57:41.810
20180525	2018-05-25	103	103	7	18137.37	176.09	4.40776699029126	0.97	2026-05-15 13:57:41.810
20170804	2017-08-04	139	136	8	21112.70	151.89	4.34532374100719	2.88	2026-05-15 13:57:41.810
20180811	2018-08-11	185	185	3	30511.58	164.93	4.2972972972973	4.32	2026-05-15 13:57:41.810
20170114	2017-01-14	16	15	1	1161.08	72.57	3.5625	6.25	2026-05-15 13:57:41.810
20180127	2018-01-27	150	147	8	24568.62	163.79	4.04	7.33	2026-05-15 13:57:41.810
20171202	2017-12-02	210	209	12	35083.47	167.06	3.86190476190476	11.90	2026-05-15 13:57:41.810
20170120	2017-01-20	28	28	4	4656.05	166.29	4.60714285714286	0.00	2026-05-15 13:57:41.810
20171010	2017-10-10	175	174	9	31450.93	179.72	4.18285714285714	8.00	2026-05-15 13:57:41.810
20180519	2018-05-19	137	135	9	28140.17	205.40	4.13868613138686	13.87	2026-05-15 13:57:41.810
20180711	2018-07-11	123	123	6	21286.74	173.06	4.08943089430894	8.13	2026-05-15 13:57:41.810
20171222	2017-12-22	108	108	5	16443.08	152.25	4.21296296296296	4.63	2026-05-15 13:57:41.810
20170618	2017-06-18	87	85	14	17556.37	201.80	4.31609195402299	1.15	2026-05-15 13:57:41.810
20170426	2017-04-26	116	116	8	17427.93	150.24	4.12931034482759	8.62	2026-05-15 13:57:41.810
20180505	2018-05-05	191	191	7	31959.29	167.33	4.10471204188482	5.76	2026-05-15 13:57:41.810
20170824	2017-08-24	123	121	5	15814.19	128.57	4.26829268292683	3.25	2026-05-15 13:57:41.810
20180605	2018-06-05	189	188	7	34668.11	183.43	4.2962962962963	1.06	2026-05-15 13:57:41.810
20170326	2017-03-26	63	63	4	7356.91	116.78	4	11.11	2026-05-15 13:57:41.810
20180213	2018-02-13	217	213	16	27425.09	126.38	3.94009216589862	11.98	2026-05-15 13:57:41.810
20170724	2017-07-24	157	154	11	21300.63	135.67	4.28025477707006	5.10	2026-05-15 13:57:41.810
20171116	2017-11-16	219	217	13	32236.15	147.20	4.26940639269406	9.13	2026-05-15 13:57:41.810
20180313	2018-03-13	217	216	15	40303.17	185.73	3.65898617511521	24.88	2026-05-15 13:57:41.810
20180419	2018-04-19	267	265	16	46700.32	174.91	4.19850187265918	4.49	2026-05-15 13:57:41.810
20170910	2017-09-10	132	131	7	20041.51	151.83	4.26515151515152	7.58	2026-05-15 13:57:41.810
20180728	2018-07-28	166	165	7	28483.61	171.59	4.29518072289157	1.81	2026-05-15 13:57:41.810
20170718	2017-07-18	186	183	13	31449.43	169.08	4.13978494623656	5.38	2026-05-15 13:57:41.810
20170223	2017-02-23	57	55	3	7792.79	136.72	4.21052631578947	3.51	2026-05-15 13:57:41.810
20171219	2017-12-19	173	172	12	23858.26	137.91	4.26589595375723	7.51	2026-05-15 13:57:41.810
20170409	2017-04-09	68	65	4	9077.65	133.49	4.01470588235294	4.41	2026-05-15 13:57:41.810
20180110	2018-01-10	271	271	9	43643.99	161.05	4.08487084870849	5.90	2026-05-15 13:57:41.810
20170509	2017-05-09	120	119	7	23492.40	195.77	4.33333333333333	5.00	2026-05-15 13:57:41.810
20170701	2017-07-01	77	77	3	13357.44	173.47	4.11688311688312	1.30	2026-05-15 13:57:41.810
20180628	2018-06-28	238	237	11	37136.11	156.03	4.23529411764706	1.26	2026-05-15 13:57:41.810
20161006	2016-10-06	41	41	1	6733.52	164.23	3.95121951219512	0.00	2026-05-15 13:57:41.810
20180502	2018-05-02	285	284	13	42228.65	148.17	4.34210526315789	5.61	2026-05-15 13:57:41.810
20180124	2018-01-24	236	233	14	35959.91	152.37	3.92584745762712	13.98	2026-05-15 13:57:41.810
20170801	2017-08-01	161	160	8	24811.88	154.11	4.18012422360248	4.35	2026-05-15 13:57:41.810
20170827	2017-08-27	115	113	8	15414.30	134.04	4.24782608695652	1.74	2026-05-15 13:57:41.810
20170515	2017-05-15	149	146	11	21065.32	141.38	4.06040268456376	2.68	2026-05-15 13:57:41.810
20180814	2018-08-14	307	305	7	50615.43	164.87	4.24104234527687	11.40	2026-05-15 13:57:41.810
20170117	2017-01-17	32	31	1	3893.61	121.68	4.265625	0.00	2026-05-15 13:57:41.810
20170615	2017-06-15	103	99	6	14140.56	137.29	4.0873786407767	4.85	2026-05-15 13:57:41.810
20170807	2017-08-07	155	153	10	26090.95	168.33	4.38064516129032	3.87	2026-05-15 13:57:41.810
20180104	2018-01-04	248	246	19	39137.40	157.81	4.18145161290323	6.05	2026-05-15 13:57:41.810
20180522	2018-05-22	193	193	14	31269.75	162.02	4.16580310880829	8.81	2026-05-15 13:57:41.810
20170927	2017-09-27	144	142	12	24083.23	167.24	4.30555555555556	2.08	2026-05-15 13:57:41.810
20170429	2017-04-29	70	70	5	13307.91	190.11	4.14285714285714	2.86	2026-05-15 13:57:41.810
20180210	2018-02-10	174	169	9	24342.08	139.90	4.02586206896552	9.20	2026-05-15 13:57:41.810
20170323	2017-03-23	105	104	6	18402.83	175.27	4.2	3.81	2026-05-15 13:57:41.810
20180602	2018-06-02	141	141	4	28870.67	204.76	4.22695035460993	0.71	2026-05-15 13:57:41.810
20171013	2017-10-13	150	149	9	25707.80	171.39	4.16	7.33	2026-05-15 13:57:41.810
20180416	2018-04-16	276	275	11	46881.58	169.86	4.23913043478261	4.71	2026-05-15 13:57:41.810
20171119	2017-11-19	157	154	12	23273.59	148.24	4.31210191082803	10.19	2026-05-15 13:57:41.810
20171113	2017-11-13	197	197	16	28691.30	145.64	4.18274111675127	9.14	2026-05-15 13:57:41.810
20180316	2018-03-16	242	239	12	37682.45	155.71	3.5702479338843	21.90	2026-05-15 13:57:41.810
20180708	2018-07-08	118	117	5	17107.22	144.98	4.10169491525424	2.54	2026-05-15 13:57:41.810
20170721	2017-07-21	112	109	5	14917.53	133.19	4.19642857142857	3.57	2026-05-15 13:57:41.810
20170821	2017-08-21	172	170	17	25168.01	146.33	4.33720930232558	2.91	2026-05-15 13:57:41.810
20180608	2018-06-08	192	192	9	30708.60	159.94	4.16666666666667	3.65	2026-05-15 13:57:41.810
20170329	2017-03-29	72	71	7	9662.03	134.19	4.18055555555556	5.56	2026-05-15 13:57:41.810
20170813	2017-08-13	90	90	5	14373.59	159.71	4.41111111111111	2.22	2026-05-15 13:57:41.810
20180823	2018-08-23	137	137	6	19017.54	138.81	4.44525547445255	5.11	2026-05-15 13:57:41.810
20171122	2017-11-22	190	187	14	28780.66	151.48	3.96842105263158	14.74	2026-05-15 13:57:41.810
20170126	2017-01-26	82	79	5	14824.80	180.79	4.32926829268293	4.88	2026-05-15 13:57:41.810
20180322	2018-03-22	249	247	13	36150.42	145.18	3.85542168674699	12.45	2026-05-15 13:57:41.810
20180531	2018-05-31	132	131	6	27373.26	207.37	4.28787878787879	0.76	2026-05-15 13:57:41.810
20170312	2017-03-12	63	61	4	7711.89	122.41	4.11111111111111	3.17	2026-05-15 13:57:41.810
20170704	2017-07-04	120	118	12	17626.42	146.89	4.025	8.33	2026-05-15 13:57:41.810
20170604	2017-06-04	98	97	7	15621.97	159.41	4.42857142857143	2.04	2026-05-15 13:57:41.810
20170518	2017-05-18	124	122	10	20806.70	167.80	3.98387096774194	3.23	2026-05-15 13:57:41.810
20180219	2018-02-19	251	248	12	32947.13	131.26	3.94422310756972	18.73	2026-05-15 13:57:41.810
20170730	2017-07-30	107	106	8	13814.56	129.11	4.14953271028037	0.93	2026-05-15 13:57:41.810
20180405	2018-04-05	261	259	17	41827.99	160.26	4.30651340996169	4.98	2026-05-15 13:57:41.810
20171208	2017-12-08	210	209	6	33204.45	158.12	3.92380952380952	11.90	2026-05-15 13:57:41.810
20170212	2017-02-12	61	61	0	16389.82	268.69	4.29508196721311	1.64	2026-05-15 13:57:41.810
20170830	2017-08-30	173	168	12	33063.14	191.12	4.39017341040462	2.31	2026-05-15 13:57:41.810
20180617	2018-06-17	151	151	8	20657.67	136.81	4.45695364238411	2.65	2026-05-15 13:57:41.810
20171228	2017-12-28	143	143	3	17358.50	121.39	4.13986013986014	5.59	2026-05-15 13:57:41.810
20180717	2018-07-17	216	212	14	34775.60	161.00	4.2037037037037	6.48	2026-05-15 13:57:41.810
20170710	2017-07-10	140	137	12	20397.34	145.70	4.38928571428571	5.71	2026-05-15 13:57:41.810
20170524	2017-05-24	140	137	13	26552.81	189.66	4.28571428571429	5.00	2026-05-15 13:57:41.810
20171022	2017-10-22	152	149	7	22539.73	148.29	4.17763157894737	5.92	2026-05-15 13:57:41.810
20170916	2017-09-16	125	124	11	21758.71	174.07	4.088	9.60	2026-05-15 13:57:41.810
20170418	2017-04-18	71	71	4	23433.86	330.05	4.19718309859155	8.45	2026-05-15 13:57:41.810
20180305	2018-03-05	251	247	21	43664.11	173.96	3.41035856573705	28.69	2026-05-15 13:57:41.810
20170226	2017-02-26	42	42	1	6101.02	145.26	4	4.76	2026-05-15 13:57:41.810
20180319	2018-03-19	293	291	9	51213.97	174.79	3.80716723549488	22.87	2026-05-15 13:57:41.810
20180511	2018-05-11	244	244	11	43139.65	176.80	4.12704918032787	11.48	2026-05-15 13:57:41.810
20180611	2018-06-11	288	288	13	56092.81	194.77	4.30208333333333	3.82	2026-05-15 13:57:41.810
20180113	2018-01-13	211	209	13	31871.73	151.05	4.21800947867299	2.84	2026-05-15 13:57:41.810
20180803	2018-08-03	301	301	12	48116.34	159.85	4.08970099667774	15.61	2026-05-15 13:57:41.810
20170624	2017-06-24	74	73	5	9781.50	132.18	4.12162162162162	8.11	2026-05-15 13:57:41.810
20170601	2017-06-01	123	121	6	21749.38	176.82	3.95121951219512	2.44	2026-05-15 13:57:41.810
20171102	2017-11-02	117	117	3	23825.62	203.64	4.07692307692308	5.13	2026-05-15 13:57:41.810
20180820	2018-08-20	249	249	11	38832.78	155.95	4.4859437751004	10.04	2026-05-15 13:57:41.810
20171125	2017-11-25	487	480	24	70684.27	145.14	3.66837782340862	23.20	2026-05-15 13:57:41.810
20171002	2017-10-02	140	140	6	24937.45	178.12	4.15714285714286	1.43	2026-05-15 13:57:41.810
20170123	2017-01-23	36	36	2	7221.59	200.60	3.77777777777778	5.56	2026-05-15 13:57:41.810
20170810	2017-08-10	154	150	13	23196.09	150.62	4.30194805194805	3.90	2026-05-15 13:57:41.810
20180302	2018-03-02	262	256	14	36904.02	140.86	3.47137404580153	32.06	2026-05-15 13:57:41.810
20170315	2017-03-15	101	100	4	16477.95	163.15	4.22772277227723	7.92	2026-05-15 13:57:41.810
20180325	2018-03-25	188	187	3	29948.35	159.30	3.94148936170213	15.43	2026-05-15 13:57:41.810
20170415	2017-04-15	49	49	3	9225.82	188.28	4.04081632653061	12.24	2026-05-15 13:57:41.810
20180425	2018-04-25	278	277	11	46782.45	168.28	4.26978417266187	4.32	2026-05-15 13:57:41.810
20170607	2017-06-07	122	121	8	15102.21	123.79	4.14754098360656	4.92	2026-05-15 13:57:41.810
20170309	2017-03-09	88	86	7	13001.78	147.75	4.09090909090909	5.68	2026-05-15 13:57:41.810
20170106	2017-01-06	4	4	0	988.28	247.07	4.75	0.00	2026-05-15 13:57:41.810
20170501	2017-05-01	109	107	9	13721.55	125.89	4.06422018348624	4.59	2026-05-15 13:57:41.810
20170206	2017-02-06	78	76	4	10893.73	139.66	4.23076923076923	3.85	2026-05-15 13:57:41.810
20161009	2016-10-09	20	20	2	3037.32	151.87	4	0.00	2026-05-15 13:57:41.810
20171205	2017-12-05	269	268	16	39049.39	145.17	4.05576208178439	11.52	2026-05-15 13:57:41.810
20180408	2018-04-08	183	182	11	27508.10	150.32	4.14207650273224	7.10	2026-05-15 13:57:41.810
20170209	2017-02-09	73	72	7	10568.42	144.77	4.05479452054795	5.48	2026-05-15 13:57:41.810
20170707	2017-07-07	113	113	2	15592.88	137.99	4.31858407079646	1.77	2026-05-15 13:57:41.810
20171231	2017-12-31	71	71	4	9924.70	139.78	4.14084507042254	1.41	2026-05-15 13:57:41.810
20180714	2018-07-14	142	141	9	25593.41	180.24	4.27464788732394	5.63	2026-05-15 13:57:41.810
20180528	2018-05-28	140	140	8	29934.84	213.82	4.37142857142857	0.00	2026-05-15 13:57:41.810
20180428	2018-04-28	166	166	9	25846.43	155.70	4.01204819277108	5.42	2026-05-15 13:57:41.810
20171225	2017-12-25	86	84	5	12059.38	140.23	4.13953488372093	8.14	2026-05-15 13:57:41.810
20180720	2018-07-20	240	239	8	37355.28	155.65	4.125	3.75	2026-05-15 13:57:41.810
20180508	2018-05-08	322	322	11	53849.60	167.23	4.29968944099379	6.83	2026-05-15 13:57:41.810
20171105	2017-11-05	137	132	13	19815.71	144.64	4.18978102189781	2.92	2026-05-15 13:57:41.810
20180402	2018-04-02	274	274	9	46569.05	169.96	4.09124087591241	14.96	2026-05-15 13:57:41.810
20171211	2017-12-11	262	259	13	38433.88	146.69	3.96946564885496	6.87	2026-05-15 13:57:41.810
20180222	2018-02-22	268	264	18	35576.59	132.75	3.63619402985075	21.27	2026-05-15 13:57:41.810
20170727	2017-07-27	121	120	6	18440.82	152.40	4.30165289256198	3.31	2026-05-15 13:57:41.810
20170913	2017-09-13	203	201	17	31513.56	155.24	4.13300492610837	8.87	2026-05-15 13:57:41.810
20180614	2018-06-14	210	210	13	32475.65	154.65	4.49047619047619	1.90	2026-05-15 13:57:41.810
20170521	2017-05-21	143	139	14	19867.18	138.93	4.22377622377622	2.10	2026-05-15 13:57:41.810
20171019	2017-10-19	172	169	13	26785.55	155.73	3.97674418604651	4.65	2026-05-15 13:57:41.810
20170627	2017-06-27	140	140	7	19609.72	140.07	4.17142857142857	2.14	2026-05-15 13:57:41.810
20170621	2017-06-21	34	34	2	7199.70	211.76	4.41176470588235	5.88	2026-05-15 13:57:41.810
20180216	2018-02-16	210	208	10	31451.27	149.77	3.75238095238095	15.71	2026-05-15 13:57:41.810
20180116	2018-01-16	296	293	20	48957.92	165.40	3.97635135135135	9.12	2026-05-15 13:57:41.810
20170919	2017-09-19	149	147	9	22906.86	153.74	4.18791946308725	9.40	2026-05-15 13:57:41.810
20180514	2018-05-14	351	351	15	60439.49	172.19	4.21367521367521	13.68	2026-05-15 13:57:41.810
20171028	2017-10-28	85	82	8	18741.90	220.49	4.24117647058824	2.35	2026-05-15 13:57:41.810
20180205	2018-02-05	265	259	12	41183.29	155.41	4.03018867924528	8.68	2026-05-15 13:57:41.810
20170719	2017-07-19	148	145	9	19302.12	130.42	4.23648648648649	2.03	2026-05-15 13:57:41.810
20180328	2018-03-28	210	210	8	31423.56	149.64	3.94761904761905	12.86	2026-05-15 13:57:41.810
20170510	2017-05-10	109	107	6	22648.56	207.78	4.26605504587156	6.42	2026-05-15 13:57:41.810
20170318	2017-03-18	71	71	1	17593.33	247.79	4.12676056338028	2.82	2026-05-15 13:57:41.810
20180228	2018-02-28	303	298	15	51007.40	168.34	3.64851485148515	26.40	2026-05-15 13:57:41.810
20170905	2017-09-05	151	151	13	24058.05	159.32	4.08609271523179	1.99	2026-05-15 13:57:41.810
20171128	2017-11-28	370	367	20	55583.94	150.23	3.90540540540541	21.08	2026-05-15 13:57:41.810
20171005	2017-10-05	138	138	8	28373.15	205.60	3.92028985507246	5.07	2026-05-15 13:57:41.810
20170218	2017-02-18	44	42	2	7187.53	163.35	4.18181818181818	2.27	2026-05-15 13:57:41.810
20170109	2017-01-09	5	5	0	774.51	154.90	3.4	40.00	2026-05-15 13:57:41.810
20180723	2018-07-23	281	281	13	45556.97	162.12	4.31316725978648	6.41	2026-05-15 13:57:41.810
20170301	2017-03-01	93	92	7	14190.98	152.59	4.13978494623656	4.30	2026-05-15 13:57:41.810
20170504	2017-05-04	104	102	4	15563.92	149.65	4.22115384615385	1.92	2026-05-15 13:57:41.810
20180729	2018-07-29	178	177	9	33685.63	189.25	4.41011235955056	6.74	2026-05-15 13:57:41.810
20170404	2017-04-04	96	96	5	14152.99	147.43	4.1875	7.29	2026-05-15 13:57:41.810
20180829	2018-08-29	11	11	0	1762.70	160.25	4.09090909090909	0.00	2026-05-15 13:57:41.810
20170424	2017-04-24	108	108	7	15179.37	140.55	4.07407407407407	11.11	2026-05-15 13:57:41.810
20170922	2017-09-22	133	130	7	18108.13	136.15	4.28195488721805	2.26	2026-05-15 13:57:41.810
20180809	2018-08-09	265	265	13	43440.86	163.93	4.35471698113208	10.19	2026-05-15 13:57:41.810
20160915	2016-09-15	1	1	0	0.00	0.00	1	100.00	2026-05-15 13:57:41.810
20170802	2017-08-02	148	148	5	20284.36	137.06	4.03378378378378	2.70	2026-05-15 13:57:41.810
20171108	2017-11-08	169	167	8	22458.68	132.89	4.09467455621302	6.51	2026-05-15 13:57:41.810
20170610	2017-06-10	72	71	8	9467.00	131.49	4	0.00	2026-05-15 13:57:41.810
20180623	2018-06-23	149	148	9	21043.65	141.23	4.24161073825503	1.34	2026-05-15 13:57:41.810
20180125	2018-01-25	226	222	17	33912.46	150.06	4.06194690265487	6.64	2026-05-15 13:57:41.810
20180603	2018-06-03	189	188	17	32375.81	171.30	4.23809523809524	0.00	2026-05-15 13:57:41.810
20180105	2018-01-05	197	195	13	30267.04	153.64	4.13705583756345	5.08	2026-05-15 13:57:41.810
20170324	2017-03-24	75	73	4	11554.39	154.06	4.12	6.67	2026-05-15 13:57:41.810
20170630	2017-06-30	93	93	3	14750.45	158.61	4.41935483870968	4.30	2026-05-15 13:57:41.810
20170716	2017-07-16	106	106	7	14944.89	140.99	4.07547169811321	6.60	2026-05-15 13:57:41.810
20171114	2017-11-14	184	182	8	30765.71	167.20	4.05978260869565	11.41	2026-05-15 13:57:41.810
20180119	2018-01-19	225	223	12	32215.20	143.18	3.85777777777778	8.44	2026-05-15 13:57:41.810
20180311	2018-03-11	215	214	8	36317.38	168.92	3.63255813953488	26.98	2026-05-15 13:57:41.810
20170822	2017-08-22	135	131	8	19680.58	145.78	4.26666666666667	2.22	2026-05-15 13:57:41.810
20171214	2017-12-14	195	194	6	29203.30	149.76	4.03076923076923	5.64	2026-05-15 13:57:41.810
20180411	2018-04-11	262	261	17	44426.54	169.57	4.20229007633588	4.20	2026-05-15 13:57:41.810
20170530	2017-05-30	98	98	8	15732.56	160.54	4.35714285714286	3.06	2026-05-15 13:57:41.810
20171217	2017-12-17	130	127	13	21775.65	167.51	4.19230769230769	3.08	2026-05-15 13:57:41.810
20180703	2018-07-03	40	40	0	5943.77	148.59	4.4	7.50	2026-05-15 13:57:41.810
20180726	2018-07-26	239	238	10	40501.94	169.46	4.33054393305439	2.93	2026-05-15 13:57:41.810
20170816	2017-08-16	166	162	9	24367.86	146.79	4.31325301204819	5.42	2026-05-15 13:57:41.810
20180417	2018-04-17	257	256	9	39188.31	152.48	4.25291828793774	4.67	2026-05-15 13:57:41.810
20180208	2018-02-08	221	218	10	31304.07	141.65	3.94796380090498	11.31	2026-05-15 13:57:41.810
20170507	2017-05-07	101	99	9	18614.01	184.30	4.22772277227723	1.98	2026-05-15 13:57:41.810
20171025	2017-10-25	152	149	11	20594.98	135.49	4.29605263157895	2.63	2026-05-15 13:57:41.810
20171031	2017-10-31	156	155	7	26760.99	171.54	4.08333333333333	7.69	2026-05-15 13:57:41.810
20180517	2018-05-17	221	220	6	34943.76	158.12	4.07239819004525	18.55	2026-05-15 13:57:41.810
20171008	2017-10-08	124	122	10	19424.09	156.65	4.33064516129032	1.61	2026-05-15 13:57:41.810
20180225	2018-02-25	231	226	18	33900.73	146.76	3.56421356421356	25.54	2026-05-15 13:57:41.810
20180202	2018-02-02	206	204	9	31263.39	151.76	3.91747572815534	9.71	2026-05-15 13:57:41.810
20170215	2017-02-15	56	56	3	7734.14	138.11	4.23214285714286	0.00	2026-05-15 13:57:41.810
20170902	2017-09-02	102	100	5	20215.96	198.20	4.57843137254902	0.98	2026-05-15 13:57:41.810
20170407	2017-04-07	82	80	5	14605.91	178.12	4.25609756097561	8.54	2026-05-15 13:57:41.810
20180331	2018-03-31	164	162	11	28154.19	171.67	3.92073170731707	15.85	2026-05-15 13:57:41.810
20170112	2017-01-12	12	12	0	1720.35	143.36	3.83333333333333	16.67	2026-05-15 13:57:41.810
20180826	2018-08-26	73	73	3	9304.00	127.45	4.45205479452055	1.37	2026-05-15 13:57:41.810
20170401	2017-04-01	66	63	3	18862.37	285.79	4.40909090909091	4.55	2026-05-15 13:57:41.810
20171111	2017-11-11	152	151	9	26054.42	171.41	4.13157894736842	6.58	2026-05-15 13:57:41.810
20170613	2017-06-13	121	121	5	16307.27	134.77	4.30578512396694	2.48	2026-05-15 13:57:41.810
20170115	2017-01-15	14	13	2	2551.34	182.24	4.5	0.00	2026-05-15 13:57:41.810
20180812	2018-08-12	191	191	3	34260.37	179.37	4.31413612565445	4.71	2026-05-15 13:57:41.810
20180122	2018-01-22	305	300	9	42966.09	140.87	3.95409836065574	8.52	2026-05-15 13:57:41.810
